0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0.0947528	-0.0501471	-0.0296046	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

0	0	0	-0.0121577	-0.0028434

